tract,state,county,study_region,mean_commute_time,short_commute_share,job_density_2013,jobs_within_5mi,highpay_jobs_5mi,pop_density_2010,rent_2bed_2015,med_income_2016
00000019400,36,61,Harlem Frontier (Manhattan),38.88644,0.061993048,38970.586,1940025,1219665,96441.172,601,21735
00000019500,36,61,Harlem Frontier (Manhattan),36.735874,0.079290271,13619.048,2012873,1279426,97583.336,NA,120917
00000019600,36,61,Harlem Frontier (Manhattan),40.10627,0.13160333,35191.176,1923936,1212132,57808.82,1298,20694
00000019701,36,61,Harlem Frontier (Manhattan),2.5,0,4857.1431,1990549,1264923,7043.9561,NA,68092
00000019702,36,61,Harlem Frontier (Manhattan),40.204025,0.081578948,6666.667,2019086,1281228,116111.12,2085,51740
00000019800,36,61,Harlem Frontier (Manhattan),40.28447,0.04415011,17712.645,1946554,1230891,22000,1420,75945
00000019900,36,61,Harlem Frontier (Manhattan),30.168509,0.23041868,27727.273,1997996,1273667,114363.64,2076,79183
00000020000,36,61,Harlem Frontier (Manhattan),43.420692,0.067466266,28220,1939598,1227985,51620,NA,65956
00000020101,36,61,Harlem Frontier (Manhattan),22.535604,0.33695653,154857.14,1926642,1225926,82428.57,1900,84327
00000020102,36,61,Harlem Frontier (Manhattan),36.132435,0.10038398,3999.9998,1982138,1255087,120781.24,NA,64375
00000020300,36,61,Harlem Frontier (Manhattan),22.558235,0.55656934,389913.06,1898054,1209000,52652.176,1489,37833
00000020500,36,61,Harlem Frontier (Manhattan),24.167404,0.43985271,30703.703,1860417,1188241,49277.777,1931,114265
00000020600,36,61,Harlem Frontier (Manhattan),39.27013,0.14521453,17070.176,1776615,1118464,51614.035,1298,35795
00000020701,36,61,Harlem Frontier (Manhattan),26.23465,0.56973058,6333.3335,1892837,1205415,184944.45,1953,70391
00000020800,36,61,Harlem Frontier (Manhattan),41.531586,0.06567701,4245.6143,1771554,1116584,80543.859,NA,55370
00000020901,36,61,Harlem Frontier (Manhattan),40.916573,0.098360658,8422.2217,1808394,1147347,81622.219,694,22212
00000021000,36,61,Harlem Frontier (Manhattan),41.171066,0.13026316,1445.7832,1579288,1002365,79963.859,646,29932
00000021100,36,61,Harlem Frontier (Manhattan),34.322712,0.14115356,12492.537,1770965,1132311,77089.547,NA,47019
00000021200,36,61,Harlem Frontier (Manhattan),34.874779,0.067894734,15338.234,1561164,994205,64882.348,1402,54007
00000021303,36,61,Harlem Frontier (Manhattan),39.24828,0.1011994,16016.949,1740322,1107207,95237.289,NA,36759
00000021400,36,61,Harlem Frontier (Manhattan),38.545818,0.10580646,3886.7925,1353446,856182,56622.641,1180,51538
00000021500,36,61,Harlem Frontier (Manhattan),36.473488,0.074175827,8629.6299,1740807,1104613,113629.63,NA,31401
00000021600,36,61,Harlem Frontier (Manhattan),37.89164,0.042925727,6850.7461,2026148,1283644,112776.12,1102,59670
00000021703,36,61,Harlem Frontier (Manhattan),45.602875,NA,7801.6528,1598423,1025172,49.586777,NA,NA
00000021800,36,61,Harlem Frontier (Manhattan),33.817047,0.042216361,7971.4287,2006530,1268445,94528.57,NA,48429
00000021900,36,61,Harlem Frontier (Manhattan),38.667965,0.063314714,23363.637,1600622,1030940,54754.547,NA,21585
00000022000,36,61,Harlem Frontier (Manhattan),35.491508,0.093115799,5882.3525,1925408,1220773,78970.586,1068,53203
00000022102,36,61,Harlem Frontier (Manhattan),36.234283,0.086834736,4263.1582,1416421,903900,57236.844,NA,41635
00000022200,36,61,Harlem Frontier (Manhattan),35.810658,0.090817355,35057.145,1815367,1146408,37771.43,1156,38276
00000022301,36,61,Harlem Frontier (Manhattan),41.221619,0.11263467,4918.9189,1354675,865090,106986.48,NA,37583
00000022302,36,61,Harlem Frontier (Manhattan),42.993481,0.083629891,6750,1403854,897207,141041.67,1540,25309
00000022400,36,61,Harlem Frontier (Manhattan),36.997101,0.067911714,6639.9995,1768517,1118997,85693.328,624,30255
00000022500,36,61,Harlem Frontier (Manhattan),38.746166,0.06155844,4090,1277813,816822,101490,962,48382
00000022600,36,61,Harlem Frontier (Manhattan),43.585575,0.085990891,9271.1865,1637912,1042367,64033.898,NA,39552
00000022700,36,61,Harlem Frontier (Manhattan),39.733326,0.10666667,8137.9312,1297352,823435,83862.07,NA,50994
00000022800,36,61,Harlem Frontier (Manhattan),37.812813,0.10490151,16142.857,1544597,987001,74971.43,961,31490
00000022900,36,61,Harlem Frontier (Manhattan),39.399837,0.088695653,10180.724,1035010,636558,100000,NA,42776
00000023000,36,61,Harlem Frontier (Manhattan),40.019951,0.043602984,5686.5669,1334494,847567,120985.07,NA,33926
00000023100,36,61,Harlem Frontier (Manhattan),39.012844,0.13988964,4704.2251,999479,602196,82605.633,1367,43538
00000023200,36,61,Harlem Frontier (Manhattan),42.144012,0.14326854,10328.571,1236457,777683,114000,1044,31769
00000023300,36,61,Harlem Frontier (Manhattan),37.600113,0.048137158,2931.8181,921290,547782,74170.453,NA,50428
00000023400,36,61,Harlem Frontier (Manhattan),43.898796,0.1284191,3023.8096,1039347,628534,106309.52,1284,32378
00000023501,36,61,Harlem Frontier (Manhattan),39.386318,0.088795729,2855.0725,822689,462906,87014.492,NA,36190
00000023502,36,61,Harlem Frontier (Manhattan),45.010181,0.070991434,1937.4999,843425,475885,113687.49,NA,32440
00000023600,36,61,Harlem Frontier (Manhattan),44.307476,0.070943072,1415.9292,1032304,622119,56672.566,868,35246
00000023700,36,61,Harlem Frontier (Manhattan),43.569061,0.10313411,4400,775791,433521,64866.668,1241,42054
00000023801,36,61,Harlem Frontier (Manhattan),38.34248,0.059259258,3036.2319,2803698,1772181,70456.523,2139,82410
00000023802,36,61,Harlem Frontier (Manhattan),38.34248,0,3854.3689,2437375,1506500,18815.533,3441,113750
00000023900,36,61,Harlem Frontier (Manhattan),48.015236,0.17016029,2720,703860,376399,94840,NA,33217
00000024000,36,61,Harlem Frontier (Manhattan),33.72794,0.073426574,3112.6235,1946779,1221764,2039.6039,NA,NA
00000024100,36,61,Harlem Frontier (Manhattan),43.519577,0.043580994,16128.571,638344,331240,109171.43,1268,47743
00000024200,36,61,Harlem Frontier (Manhattan),38.714565,0.0976431,15172.662,1792974,1124656,24431.654,694,19531
00000024301,36,61,Harlem Frontier (Manhattan),42.500462,0.055248618,6878.0488,613812,314245,96243.898,NA,48438
00000024302,36,61,Harlem Frontier (Manhattan),45.260193,0.024623804,1681.8182,706571,379467,83750,490,18345
00000024500,36,61,Harlem Frontier (Manhattan),40.459057,0.16274604,14646.341,607241,309921,182121.95,1019,38321
00000024700,36,61,Harlem Frontier (Manhattan),45.090996,0.22686653,2171.7173,588909,298144,71454.547,1349,42837
00000024900,36,61,Harlem Frontier (Manhattan),37.73732,0.11280487,4434.7827,579585,294481,47869.566,748,40694
00000025100,36,61,Harlem Frontier (Manhattan),40.439587,0.074776784,132836.06,568978,289150,41409.836,988,30882
00000025300,36,61,Harlem Frontier (Manhattan),38.435261,0.19775759,13015.385,558631,284102,172861.55,1178,47650
00000025500,36,61,Harlem Frontier (Manhattan),30.233976,0.2404418,11645.349,533680,270556,33552.324,1559,45852
00000025700,36,61,Harlem Frontier (Manhattan),38.007092,0.15666266,16482.143,1912658,1216630,69214.281,1538,76832
00000025900,36,61,Harlem Frontier (Manhattan),34.63789,0.11567732,9413.793,1072368,653961,120551.73,1314,55903
00000026100,36,61,Harlem Frontier (Manhattan),43.571877,0.050838575,8950,546467,279508,201450,1114,31960
00000026300,36,61,Harlem Frontier (Manhattan),40.692905,0.10416015,15721.312,539802,276426,143098.36,1163,28630
00000026500,36,61,Harlem Frontier (Manhattan),41.903435,0.07816159,14547.945,522962,267846,96178.086,1239,66217
00000026700,36,61,Harlem Frontier (Manhattan),42.299999,0.25421348,722.22223,516246,265143,120722.23,NA,36935
00000026900,36,61,Harlem Frontier (Manhattan),40.455574,0.13672684,46264.703,518409,267347,123941.17,1209,33073
00000027100,36,61,Harlem Frontier (Manhattan),40.755699,0.12139918,21797.297,517224,266835,110756.76,NA,53842
00000027300,36,61,Harlem Frontier (Manhattan),44.065121,0.079865016,8434.7832,498860,256528,92318.844,1910,75180
00000027500,36,61,Harlem Frontier (Manhattan),44.572403,0.055666003,1245.614,481500,245612,24964.912,1775,91528
00000027700,36,61,Harlem Frontier (Manhattan),43.6008,0.085928261,17587.301,496428,255484,112476.19,1068,25896
00000027900,36,61,Harlem Frontier (Manhattan),46.229141,0.057804719,7347.8262,500463,257579,149159.42,1365,46395
00000028100,36,61,Harlem Frontier (Manhattan),45.552361,0.16796598,7388.8892,493383,253384,79638.891,2241,101477
00000028300,36,61,Harlem Frontier (Manhattan),44.946651,0.060347367,7821.4282,490693,252011,136196.42,1077,51948
00000028500,36,61,Harlem Frontier (Manhattan),42.544609,0.11217359,13744.682,471581,238364,153531.92,1160,32164
00000028700,36,61,Harlem Frontier (Manhattan),43.492538,0.039930556,4368.4209,448718,226090,19306.219,1279,47477
00000029100,36,61,Harlem Frontier (Manhattan),44.665432,0.11132235,8260.2744,472186,238825,154630.14,952,30878
00000029300,36,61,Harlem Frontier (Manhattan),44.860317,0.14693366,13868.853,472816,237808,148081.97,1150,34688
00000029500,36,61,Harlem Frontier (Manhattan),47.326473,0.090152875,6830.189,467812,237399,130962.27,1446,66127
00000029700,36,61,Harlem Frontier (Manhattan),NA,NA,20.356234,425428,216591,409.66919,NA,NA
00000029900,36,61,Harlem Frontier (Manhattan),49.29565,0.14532374,4738.3965,472972,237544,16177.215,648,24625
00000030300,36,61,Harlem Frontier (Manhattan),42.973328,0.042267527,4934.4263,471042,236678,61524.59,1598,58190
00000030700,36,61,Harlem Frontier (Manhattan),45.717392,0.028461959,19969.697,473025,237176,104060.61,1681,72212
00000030900,36,61,Harlem Frontier (Manhattan),49.650925,0.071767092,1991.5254,408793,198423,71720.336,627,27675
00000031100,36,61,Harlem Frontier (Manhattan),NA,NA,0,536247,273770,6.6225166,NA,NA
00000031703,36,61,Harlem Frontier (Manhattan),26.337315,0.18706875,68940.172,2538288,1645326,65888.891,3485,180742
00000031704,36,61,Harlem Frontier (Manhattan),26.337313,0.23820968,29141.414,2516958,1629850,57343.434,3215,156984
00000031900,36,61,Harlem Frontier (Manhattan),28.757427,NA,23638.299,2488247,1597378,234.04256,NA,NA
