tract,state,county,study_region,mean_commute_time,short_commute_share,job_density_2013,jobs_within_5mi,highpay_jobs_5mi,pop_density_2010,rent_2bed_2015,med_income_2016
00000113400,36,47,Brooklyn Baseline,45.998917,0.049043063,12593.221,581641,267288,48101.695,623,19191
00000114201,36,47,Brooklyn Baseline,40.752201,0.020864382,1173.913,618724,293033,13721.739,1276,36272
00000114202,36,47,Brooklyn Baseline,42.260578,0.050955415,250,538198,231448,62863.637,1271,49662
00000114400,36,47,Brooklyn Baseline,49.251919,0.11094674,14825.302,585654,273225,14475.904,1064,21824
00000114600,36,47,Brooklyn Baseline,42.690498,0.038732395,1274.1936,531741,229103,48354.84,NA,42308
00000115000,36,47,Brooklyn Baseline,55.237885,0.0077021825,639.34424,468719,196952,42540.984,NA,40227
00000115200,36,47,Brooklyn Baseline,48.879673,0.058432937,1343.7499,478341,200269,48343.746,1182,36176
00000115600,36,47,Brooklyn Baseline,47.576057,0.043330502,3290.3228,501524,206990,69596.773,870,15433
00000115800,36,47,Brooklyn Baseline,44.677677,0.045714285,250,461310,187727,49716.668,1284,47230
00000116000,36,47,Brooklyn Baseline,53.366257,0.017667845,586.20691,449852,186680,43844.828,NA,28750
00000116200,36,47,Brooklyn Baseline,50.829971,0.053621825,54.545456,409223,168146,39218.184,1302,43359
00000116400,36,47,Brooklyn Baseline,52.210178,0.094896331,928.57141,404217,166263,41728.57,1127,50060
00000116600,36,47,Brooklyn Baseline,45.786289,0.031731643,564.51611,431997,181019,46887.098,1217,39821
00000116800,36,47,Brooklyn Baseline,49.459003,0.13177571,4017.8569,461929,191283,36732.141,1181,36750
00000117000,36,47,Brooklyn Baseline,44.209026,0.042735044,4305.085,481448,203708,31864.406,1342,36813
00000117201,36,47,Brooklyn Baseline,45.904564,0.087757312,1380,515380,216136,54260,1299,55594
00000117202,36,47,Brooklyn Baseline,51.063046,0.04185022,1525.4237,504993,211194,66220.336,1238,51157
00000117400,36,47,Brooklyn Baseline,46.637829,0.061205707,19548.779,465231,193276,52792.68,1606,51891
00000117601,36,47,Brooklyn Baseline,49.308659,0.048289739,593.22034,473521,198086,46610.168,1308,46389
00000117602,36,47,Brooklyn Baseline,51.581738,0.034132171,4178.5713,466848,199259,59160.711,NA,40020
00000117800,36,47,Brooklyn Baseline,50.719669,0.041733548,1277.7777,440972,187062,31796.295,1225,45536
00000118000,36,47,Brooklyn Baseline,NA,NA,976.58862,501481,212384,20.066891,NA,NA
00000118201,36,47,Brooklyn Baseline,52.856911,0.076230079,3673.4695,471795,201496,61265.309,1287,45147
00000118202,36,47,Brooklyn Baseline,44.355087,0.098522164,604.16669,462638,196539,64229.168,1349,50962
00000118400,36,47,Brooklyn Baseline,50.131321,0.079132788,2658.2278,444223,192588,68607.594,1620,51019
00000118600,36,47,Brooklyn Baseline,46.264103,0.053824361,1254.902,449999,194427,58215.688,1193,41711
00000118800,36,47,Brooklyn Baseline,46.900505,0.064150944,5358.209,424809,185010,69417.906,1174,39773
00000119000,36,47,Brooklyn Baseline,49.669552,0.094669119,3555.5554,443821,190773,39388.887,1266,31563
00000119200,36,47,Brooklyn Baseline,46.88578,0.11033682,2126.4368,434247,182021,34632.184,1289,43713
00000119400,36,47,Brooklyn Baseline,48.835957,0.091508053,1830.9858,389530,161157,55126.758,NA,31170
00000119600,36,47,Brooklyn Baseline,49.885212,0.062399138,1372.8813,445331,189630,45788.137,1134,30905
00000119800,36,47,Brooklyn Baseline,52.837334,0.19221604,8769.8408,518358,222496,27190.477,1289,27596
00000120000,36,47,Brooklyn Baseline,51.637291,0.022135416,4534.4829,416638,181566,37034.484,1127,32500
00000120200,36,47,Brooklyn Baseline,41.686565,0.099255584,508.47458,410771,180514,32203.389,1346,39485
00000120800,36,47,Brooklyn Baseline,48.325493,0.062055591,2256.6843,391799,170876,47796.789,1092,36197
00000121000,36,47,Brooklyn Baseline,55.949455,0.05882353,177.41936,405203,172322,65080.645,NA,18777
00000121400,36,47,Brooklyn Baseline,49.766579,0.056795131,272.72726,379702,163811,65924.242,NA,21285
00000122000,36,47,Brooklyn Baseline,51.529293,0.012838801,1929.078,345422,149885,12990.544,1180,44930
00000123700,36,47,Brooklyn Baseline,34.926888,0.53063887,16274.193,2620408,1655829,48451.613,NA,30528
00000150200,36,47,Brooklyn Baseline,41.879818,0.10487354,3991.8032,1074919,584665,20819.672,1819,105188
00000152200,36,47,Brooklyn Baseline,44.04668,0.057162073,3675.4968,769323,373203,21966.889,1742,85147
00000990100,36,47,Brooklyn Baseline,NA,NA,NA,144915,46245,NA,NA,NA
00000000100,36,61,Harlem Frontier (Manhattan),NA,NA,266.66669,1536034,921515,66.666672,NA,NA
00000000201,36,61,Harlem Frontier (Manhattan),37.127106,0.098778002,9085.7139,2707197,1725005,87371.43,NA,21102
00000000202,36,61,Harlem Frontier (Manhattan),38.877193,0.066688038,6426.0869,2715421,1730069,63617.391,827,32411
00000000500,36,61,Harlem Frontier (Manhattan),NA,NA,337.53943,2085360,1277861,0,NA,NA
00000000600,36,61,Harlem Frontier (Manhattan),36.415771,0.13664596,11153.062,2693025,1719100,115989.8,783,18641
00000000700,36,61,Harlem Frontier (Manhattan),21.555222,0.28322044,591122.44,2597677,1668810,82744.898,3307,120291
00000000800,36,61,Harlem Frontier (Manhattan),34.019161,0.14938016,28452.381,2687962,1717785,122500,1064,31129
00000000900,36,61,Harlem Frontier (Manhattan),26.833223,0.19166666,314207.72,2516290,1613987,5623.0771,3501,158125
00000001001,36,61,Harlem Frontier (Manhattan),36.697956,0.13989638,2806.4517,2725983,1734947,46258.066,991,75192
00000001002,36,61,Harlem Frontier (Manhattan),41.052921,0.062537946,2410.2563,2743927,1745806,83935.898,415,16464
00000001200,36,61,Harlem Frontier (Manhattan),35.418545,0.14922601,10255.319,2721899,1730796,72276.602,1182,51474
00000001300,36,61,Harlem Frontier (Manhattan),26.271374,0.29347387,351391.69,2547572,1643164,37325,3475,124313
00000001401,36,61,Harlem Frontier (Manhattan),32.577744,0.11776447,12166.667,2707495,1725587,83472.227,NA,75556
00000001402,36,61,Harlem Frontier (Manhattan),30.555599,0.12914863,14181.818,2717960,1730845,63227.273,NA,26971
00000001501,36,61,Harlem Frontier (Manhattan),24.332888,0.25726143,106229.16,2649228,1698805,57479.168,NA,85426
00000001502,36,61,Harlem Frontier (Manhattan),24.527336,0.25516123,249022.47,2630419,1687614,84000,3177,145387
00000001600,36,61,Harlem Frontier (Manhattan),32.265942,0.20115274,36350,2682772,1712516,105975,NA,42986
00000001800,36,61,Harlem Frontier (Manhattan),32.909184,0.15819801,37930.23,2697404,1718082,100697.67,1008,61750
00000002000,36,61,Harlem Frontier (Manhattan),43.574802,0.12334802,2489.3618,2749053,1746670,104617.02,388,15490
00000002100,36,61,Harlem Frontier (Manhattan),24.594845,0.18144667,462617.03,2596189,1672912,64255.32,3242,250001
00000002201,36,61,Harlem Frontier (Manhattan),35.878029,0.098293513,13112.903,2733880,1737501,103193.55,NA,33700
00000002202,36,61,Harlem Frontier (Manhattan),35.759998,0.1125,12545.455,2731970,1735411,99500,1932,88099
00000002400,36,61,Harlem Frontier (Manhattan),40.687191,0.08165548,549.29578,2761354,1758429,76535.211,NA,18354
00000002500,36,61,Harlem Frontier (Manhattan),36.207172,0.17535853,5076.9229,2660222,1703726,93634.617,365,16324
00000002601,36,61,Harlem Frontier (Manhattan),35.067448,0.10137457,8682.9268,2749680,1749190,92000,1051,56420
00000002602,36,61,Harlem Frontier (Manhattan),33.066216,0.12332439,10450,2743839,1747218,105675,NA,73056
00000002700,36,61,Harlem Frontier (Manhattan),35.607079,0.065830722,26304.348,2667142,1707298,54956.523,1083,56422
00000002800,36,61,Harlem Frontier (Manhattan),34.450966,0.14055686,8746.4785,2755168,1751698,100197.18,NA,35440
00000002900,36,61,Harlem Frontier (Manhattan),25.82156,0.28686783,601537,2639736,1691340,59240.738,NA,30434
00000003001,36,61,Harlem Frontier (Manhattan),30.474909,0.14471926,46812.5,2709776,1724262,93583.336,2223,71591
00000003002,36,61,Harlem Frontier (Manhattan),30.622393,0.17456897,16366.667,2721178,1729932,103533.34,1484,52479
00000003100,36,61,Harlem Frontier (Manhattan),25.799793,0.11893687,616468.31,2628632,1687448,32278.48,2650,185833
00000003200,36,61,Harlem Frontier (Manhattan),31.561018,0.13741049,15726.19,2737510,1742663,98023.813,1115,66835
00000003300,36,61,Harlem Frontier (Manhattan),25.669088,0.17045908,441803.03,2633444,1691414,39060.605,NA,207460
00000003400,36,61,Harlem Frontier (Manhattan),31.135096,0.16162819,22693.549,2745242,1746247,106645.16,1431,77254
00000003601,36,61,Harlem Frontier (Manhattan),29.226429,0.16768086,42256.41,2698620,1720104,87000,781,48990
00000003602,36,61,Harlem Frontier (Manhattan),27.683041,0.08117155,37176.469,2704674,1722569,92676.469,1217,77778
00000003700,36,61,Harlem Frontier (Manhattan),26.082243,0.24979983,180848.09,2652697,1701834,15487.341,NA,145000
00000003800,36,61,Harlem Frontier (Manhattan),27.597143,0.15222156,37423.074,2720609,1735935,118423.08,954,60450
00000003900,36,61,Harlem Frontier (Manhattan),31.821762,0.1731533,177403.11,2613003,1682835,45426.359,1650,158646
00000004000,36,61,Harlem Frontier (Manhattan),27.330534,0.1352801,65478.262,2731039,1739909,125376.81,2715,87276
00000004100,36,61,Harlem Frontier (Manhattan),29.690033,0.16961499,91040.539,2670533,1707187,105635.13,985,76522
00000004200,36,61,Harlem Frontier (Manhattan),25.680691,0.13405797,58575.758,2721167,1735646,155909.09,NA,142500
00000004300,36,61,Harlem Frontier (Manhattan),26.363747,0.16689327,245362.08,2697101,1719922,73620.695,1154,69363
00000004400,36,61,Harlem Frontier (Manhattan),33.875713,0.079178587,6556.9619,2769739,1759174,104670.88,1911,94000
00000004500,36,61,Harlem Frontier (Manhattan),27.207317,0.29333332,156780.48,2664474,1704632,27707.316,NA,140813
00000004700,36,61,Harlem Frontier (Manhattan),24.650486,0.31596306,93984.367,2658688,1702370,39437.5,NA,120319
00000004800,36,61,Harlem Frontier (Manhattan),28.35619,0.16495389,48191.176,2738209,1742346,106308.82,1785,112500
00000004900,36,61,Harlem Frontier (Manhattan),27.605118,0.23757938,129112.5,2679870,1712922,61775,2768,102161
00000005000,36,61,Harlem Frontier (Manhattan),27.655937,0.21630399,232468.73,2732708,1740108,78984.375,3078,126036
00000005200,36,61,Harlem Frontier (Manhattan),22.220688,0.3398374,450184.63,2742065,1747570,52430.77,2580,170865
00000005400,36,61,Harlem Frontier (Manhattan),27.637859,0.14880145,293323.09,2751636,1753772,69784.617,2574,129735
00000005501,36,61,Harlem Frontier (Manhattan),22.130796,0.43770626,39333.332,2698976,1727510,87583.336,2315,151234
00000005502,36,61,Harlem Frontier (Manhattan),21.602661,0.2669864,129066.66,2700764,1721471,50155.555,2091,112768
00000005600,36,61,Harlem Frontier (Manhattan),24.222471,0.17916428,319074.63,2800863,1780336,49582.09,NA,121507
00000005700,36,61,Harlem Frontier (Manhattan),24.905405,0.16906229,173571.44,2711677,1731975,66214.289,3488,138798
00000005800,36,61,Harlem Frontier (Manhattan),23.639212,0.2379505,386749.97,2791185,1776733,51647.055,2917,175625
00000005900,36,61,Harlem Frontier (Manhattan),24.326149,0.25138837000000003,34644.441,2705516,1730644,120022.22,2282,113984
00000006000,36,61,Harlem Frontier (Manhattan),31.936209,0.10465116,10428.571,2783299,1766395,92061.227,2155,109167
00000006100,36,61,Harlem Frontier (Manhattan),23.133709,0.17005545,142345.45,2708867,1731422,94981.82,3501,115602
00000006200,36,61,Harlem Frontier (Manhattan),29.663586,0.26286766,156330.5,2814288,1787294,37601.695,NA,102866
00000006300,36,61,Harlem Frontier (Manhattan),25.822405,0.16910008,53579.711,2732834,1744971,92463.773,2098,120244
00000006400,36,61,Harlem Frontier (Manhattan),29.388248,0.11738694,54231.887,2748700,1750743,117246.38,NA,107043
00000006500,36,61,Harlem Frontier (Manhattan),24.871239,0.18770893,163820.52,2715485,1737218,79512.82,2301,101772
00000006600,36,61,Harlem Frontier (Manhattan),30.795382,0.19797102,64179.102,2816420,1788505,175223.88,2277,67612
00000006700,36,61,Harlem Frontier (Manhattan),26.674875,0.255142,53061.539,2686708,1718615,84015.391,2718,93063
00000006800,36,61,Harlem Frontier (Manhattan),24.657438,0.24980843,159268.66,2783743,1768655,113641.79,2698,123388
00000006900,36,61,Harlem Frontier (Manhattan),26.74531,0.15400411,54425.289,2648129,1700968,31712.645,3379,209167
00000007000,36,61,Harlem Frontier (Manhattan),26.444176,0.16988106,39235.293,2809008,1784560,130455.88,2881,98036
00000007100,36,61,Harlem Frontier (Manhattan),25.389277,0.23591213,59062.496,2730180,1743978,84828.117,3139,127904
00000007200,36,61,Harlem Frontier (Manhattan),25.042662,0.15576756,191352.94,2794213,1778491,127411.76,3078,102045
00000007300,36,61,Harlem Frontier (Manhattan),27.429369,0.09895435,42265.621,2711503,1735330,97109.367,NA,96641
00000007400,36,61,Harlem Frontier (Manhattan),25.691051,0.29150578,353865.66,2806224,1784381,64462.684,2364,121217
00000007500,36,61,Harlem Frontier (Manhattan),28.043997,0.22444722,18130.436,2663285,1708159,60275.363,3073,126957
00000007600,36,61,Harlem Frontier (Manhattan),27.202728,0.34682539,562507.44,2789238,1775913,33985.074,3083,102153
00000007700,36,61,Harlem Frontier (Manhattan),26.309332,0.16336219,46753.625,2717523,1738314,86463.773,2826,122008
00000007800,36,61,Harlem Frontier (Manhattan),27.328817,0.14650835,166710.16,2806452,1782965,121608.7,3003,108306
00000007900,36,61,Harlem Frontier (Manhattan),29.592873,0.21331689,47530.973,2681190,1721203,39309.734,NA,90735
00000008000,36,61,Harlem Frontier (Manhattan),25.414097,0.24850582,377343.28,2798247,1782889,80253.727,2640,111802
00000008100,36,61,Harlem Frontier (Manhattan),26.591295,0.3128981,88104.477,2729138,1741775,120104.48,1204,123649
00000008200,36,61,Harlem Frontier (Manhattan),25.41522,0.31003201,702328.31,2814876,1792626,48686.566,2913,120933
00000008300,36,61,Harlem Frontier (Manhattan),27.532772,0.1591676,210656.72,2710228,1733986,61074.625,899,68725
00000008400,36,61,Harlem Frontier (Manhattan),24.979885,0.3859649,376164.16,2800273,1784748,23805.969,NA,105000
00000008601,36,61,Harlem Frontier (Manhattan),25.326992,0.12676963,8645.833,2813056,1786604,54541.668,3409,149907
00000008602,36,61,Harlem Frontier (Manhattan),NA,NA,5023.8096,2811792,1785528,0,NA,NA
00000008603,36,61,Harlem Frontier (Manhattan),25.322989,0.18065433,24941.178,2826325,1794186,94098.039,2605,144963
00000008700,36,61,Harlem Frontier (Manhattan),25.878986,0.21913581,115109.37,2763557,1763029,99031.242,2002,127184
00000008800,36,61,Harlem Frontier (Manhattan),26.554239,0.29513803,345828.56,2799667,1782128,100371.43,2230,92300
00000008900,36,61,Harlem Frontier (Manhattan),26.679487,0.18488745,23374.998,2742019,1756146,89187.492,NA,96429
00000009000,36,61,Harlem Frontier (Manhattan),24.050722,0.28959113,178376.81,2796905,1780450,114246.38,3240,130232
00000009100,36,61,Harlem Frontier (Manhattan),25.230106,0.1916763,137681.16,2772233,1769072,91362.32,2168,104330
00000009200,36,61,Harlem Frontier (Manhattan),22.892937,0.31527531,722697.38,2796850,1782664,23763.158,2913,120769
00000009300,36,61,Harlem Frontier (Manhattan),30.299517,0.17981309,21623.189,2743825,1755967,127246.38,NA,74828
00000009400,36,61,Harlem Frontier (Manhattan),32,NA,830389.81,2814808,1792738,1237.2881,NA,199167
00000009500,36,61,Harlem Frontier (Manhattan),24.381384,0.25860092,318863.63,2775579,1770298,46060.605,3011,157339
00000009600,36,61,Harlem Frontier (Manhattan),22.955223,0.20408164,644132.31,2808394,1790023,2279.4116,NA,136406
00000009700,36,61,Harlem Frontier (Manhattan),30.86305,0.10615472,6492.5371,2751078,1759532,77970.148,NA,42599
00000009800,36,61,Harlem Frontier (Manhattan),26.115288,0.14639261,136588.23,2797625,1779012,107588.23,1895,127573
00000009900,36,61,Harlem Frontier (Manhattan),33.832935,0.18844984,70730.078,2705142,1738616,5000,2954,130266
00000010000,36,61,Harlem Frontier (Manhattan),23.368528,0.18487395,519358.19,2792038,1778960,29731.342,3207,91827
00000010100,36,61,Harlem Frontier (Manhattan),23.904545,0.31645569,606485.25,2775440,1769896,16411.764,3501,146198
00000010200,36,61,Harlem Frontier (Manhattan),13.8,0.13274336,623716.38,2792227,1779069,3432.8357,NA,165083
00000010300,36,61,Harlem Frontier (Manhattan),25.648296,0.21202531,203820.89,2760394,1763582,30716.418,2018,88929
00000010400,36,61,Harlem Frontier (Manhattan),26.448149,0.45199999,640880.56,2793755,1780415,14417.91,2679,112500
00000010601,36,61,Harlem Frontier (Manhattan),27.130861,0.16025642,28941.178,2822416,1789388,144137.25,2407,123304
00000010602,36,61,Harlem Frontier (Manhattan),24.107973,0.33552176,36196.078,2776258,1756383,95588.234,2727,123320
00000010800,36,61,Harlem Frontier (Manhattan),27.384943,0.12628053,151428.58,2793546,1774753,129128.57,2580,124740
00000010900,36,61,Harlem Frontier (Manhattan),21.852942,0.2638889,763676.44,2776170,1770122,2691.1763,NA,NA
00000011000,36,61,Harlem Frontier (Manhattan),25.70116,0.17941248,40720.586,2761223,1754462,105426.47,3008,106872
00000011100,36,61,Harlem Frontier (Manhattan),27.956572,0.15572436,214014.69,2756556,1762430,51647.055,2570,111500
00000011201,36,61,Harlem Frontier (Manhattan),21.877483,0.35891649,426838.72,2757310,1756770,32000,2225,132788
00000011202,36,61,Harlem Frontier (Manhattan),22.406916,0.79310346,784100,2757098,1753374,14700,NA,187500
00000011203,36,61,Harlem Frontier (Manhattan),23.946871,0.28526646,600333.38,2769461,1759353,46700,3060,116250
00000011300,36,61,Harlem Frontier (Manhattan),23.605469,0.72972971,637558.81,2770576,1769497,1720.5881,NA,90938
00000011401,36,61,Harlem Frontier (Manhattan),19.761227,0.38799077,299026.31,2687307,1699910,37157.895,3281,180607
00000011402,36,61,Harlem Frontier (Manhattan),22.241922,0.26507178,242157.91,2754174,1752835,63078.949,2200,150947
00000011500,36,61,Harlem Frontier (Manhattan),26.671223,0.24183007,172102.94,2756785,1763316,33867.645,2500,95425
00000011600,36,61,Harlem Frontier (Manhattan),25.485203,0.29549471,282074.06,2653962,1664819,43740.742,2145,73931
00000011700,36,61,Harlem Frontier (Manhattan),12,0.14143646000000001,15613.333,2679414,1721765,44853.332,2820,119927
00000011800,36,61,Harlem Frontier (Manhattan),28.741983,0.15699016,57573.527,2642921,1664066,128926.46,2346,133594
00000011900,36,61,Harlem Frontier (Manhattan),25.130472,0.10666667,787246.38,2775747,1773406,16231.885,NA,12903
00000012000,36,61,Harlem Frontier (Manhattan),24.464191,0.18571429,63850.746,2640837,1664585,59268.656,2833,163417
00000012100,36,61,Harlem Frontier (Manhattan),28.428127,0.23445922,168550.73,2753743,1762765,123971.02,2267,64303
00000012200,36,61,Harlem Frontier (Manhattan),28.963179,0.22333571,69343.281,2613148,1650170,54223.879,2860,151346
00000012400,36,61,Harlem Frontier (Manhattan),29.795746,0.27196127,127405.8,2542500,1582943,148086.95,2630,111441
00000012500,36,61,Harlem Frontier (Manhattan),21.527203,0.4078643,710671.63,2781243,1775473,40582.09,3501,152569
00000012600,36,61,Harlem Frontier (Manhattan),32.243332,0.089552239,47014.082,2566593,1608054,179915.48,2318,116105
00000012700,36,61,Harlem Frontier (Manhattan),24.367249,0.21373224,87805.969,2723097,1739869,103402.98,2168,71772
00000012800,36,61,Harlem Frontier (Manhattan),27.595802,0.15040223,65434.785,2507409,1569208,90869.57,2192,161619
00000012900,36,61,Harlem Frontier (Manhattan),28.294046,0.1092006,91641.023,2666250,1715757,38705.129,NA,110592
00000013000,36,61,Harlem Frontier (Manhattan),25.658432,0.24899136,70681.164,2502558,1569455,60797.102,NA,191607
00000013100,36,61,Harlem Frontier (Manhattan),23.265823,0.24516129,557238.81,2757417,1756326,42029.852,2900,92563
00000013200,36,61,Harlem Frontier (Manhattan),35.694244,0.07333333,25437.5,2478189,1536893,132375,2216,85828
00000013300,36,61,Harlem Frontier (Manhattan),27.080641,0.26514101,41552.238,2717377,1739517,92656.711,NA,84018
00000013400,36,61,Harlem Frontier (Manhattan),31.48345,0.096075162,47057.145,2484404,1546655,159628.58,2057,102165
00000013500,36,61,Harlem Frontier (Manhattan),31.77639,0.14980392,50802.469,2608191,1668549,40716.051,906,72316
00000013600,36,61,Harlem Frontier (Manhattan),36.392117,0.11977684,40430.23,2425090,1501120,178418.59,NA,101554
00000013700,36,61,Harlem Frontier (Manhattan),22.906372,0.36690998,363023,2740635,1748495,74379.313,2718,132205
00000013800,36,61,Harlem Frontier (Manhattan),34.175018,0.075488687,51185.715,2414867,1498656,177771.42,2396,122090
00000013900,36,61,Harlem Frontier (Manhattan),27.586899,0.23341037,108857.14,2667112,1692818,132242.86,1365,98608
00000014000,36,61,Harlem Frontier (Manhattan),29.764397,0.14686124,42159.422,2412402,1500467,113231.89,2379,124544
00000014200,36,61,Harlem Frontier (Manhattan),27.436497,0.07451798,81463.773,2426581,1514459,64666.668,NA,235083
00000014300,36,61,Harlem Frontier (Manhattan),22,0,1874.8899,2311712,1445359,22.026432,NA,NA
00000014401,36,61,Harlem Frontier (Manhattan),38.967621,0.042304888,24827.588,2347051,1449256,167724.14,2919,105469
00000014402,36,61,Harlem Frontier (Manhattan),41.32019,0.099649474,12179.104,2273586,1404660,100641.79,2286,123438
00000014500,36,61,Harlem Frontier (Manhattan),27.61857,0.17158177,319739.13,2653590,1687927,80318.844,3267,154005
00000014601,36,61,Harlem Frontier (Manhattan),35.763481,0.064263321,73000,2325537,1442479,147379.31,2395,115288
00000014602,36,61,Harlem Frontier (Manhattan),32.793785,0.072701357,30571.43,2260778,1401024,188190.48,2128,91905
00000014700,36,61,Harlem Frontier (Manhattan),22.681406,0.36658141,35000,2646800,1683799,110200,3353,169963
00000014801,36,61,Harlem Frontier (Manhattan),30.574398,0.046221569,79350,2341361,1456374,143150,2254,162857
00000014802,36,61,Harlem Frontier (Manhattan),30.904385,0.048845235,55000,2255705,1399246,144204.08,2292,125714
00000014900,36,61,Harlem Frontier (Manhattan),28.668941,0.16802444,131895.52,2598111,1652292,87194.031,3106,152335
00000015001,36,61,Harlem Frontier (Manhattan),29.594654,0.14808206,52100,2337094,1454844,114700,2295,142679
00000015002,36,61,Harlem Frontier (Manhattan),29.857792,0.15882838,63854.168,2259352,1403044,113270.84,2200,162984
00000015100,36,61,Harlem Frontier (Manhattan),31.187263,0.097432904,8488.7217,2575826,1644488,62451.129,NA,52823
00000015200,36,61,Harlem Frontier (Manhattan),40.521954,0.052694611,21974.682,2208032,1365334,92088.602,1043,73417
00000015300,36,61,Harlem Frontier (Manhattan),28.0639,0.14894059,101850.74,2526340,1602039,139104.47,3096,152320
00000015400,36,61,Harlem Frontier (Manhattan),35.62331,0.066571131,32985.293,2227085,1379684,202191.17,NA,82026
00000015500,36,61,Harlem Frontier (Manhattan),32.016552,0.10054171,12087.5,2460300,1568171,116875,NA,106056
00000015601,36,61,Harlem Frontier (Manhattan),33.678471,0.078787878,31285.713,2189349,1364817,190892.84,2290,87617
00000015602,36,61,Harlem Frontier (Manhattan),37.072784,0.047511313,13285.715,2173413,1355782,54714.285,873,54458
00000015700,36,61,Harlem Frontier (Manhattan),28.178656,0.12858905,64071.43,2451690,1552022,153585.72,2235,135651
00000015801,36,61,Harlem Frontier (Manhattan),32.584614,0.061890345,34448.98,2191770,1367113,115306.13,NA,143065
00000015802,36,61,Harlem Frontier (Manhattan),28.809772,0.1926851,18000,2184929,1365079,167300,2374,95875
00000015900,36,61,Harlem Frontier (Manhattan),30.890684,0.14399847,43970.586,2424719,1540850,141514.7,2935,108184
00000016001,36,61,Harlem Frontier (Manhattan),33.094341,0.22192691,44346.941,2198036,1371867,76408.164,3000,233529
00000016002,36,61,Harlem Frontier (Manhattan),28.395742,0.2906045,27550,2187172,1366349,156550,1716,87750
00000016100,36,61,Harlem Frontier (Manhattan),30.450415,0.12263506,25383.334,2441602,1545133,107283.34,1936,122074
00000016200,36,61,Harlem Frontier (Manhattan),40.728233,0.070284694,5284.4829,2138478,1335184,80241.383,679,27218
00000016300,36,61,Harlem Frontier (Manhattan),31.452198,0.11711479,33098.039,2402719,1533706,64941.176,2272,111616
00000016400,36,61,Harlem Frontier (Manhattan),39.080059,0.11404474,14191.176,2161114,1351334,90102.938,NA,32347
00000016500,36,61,Harlem Frontier (Manhattan),32.252663,0.12661165,19278.48,2372187,1492014,81037.969,NA,129279
00000016600,36,61,Harlem Frontier (Manhattan),36.921715,0.1228267,11151.516,2139855,1342742,110863.64,952,37227
00000016700,36,61,Harlem Frontier (Manhattan),31.352915,0.10777594,30644.738,2288460,1447149,86368.422,2297,131733
00000016800,36,61,Harlem Frontier (Manhattan),35.635387,0.17150171,210038.45,2130314,1337836,72756.406,578,31944
00000016900,36,61,Harlem Frontier (Manhattan),33.300812,0.1515402,31768.117,2304892,1450361,117507.25,1719,102030
00000017000,36,61,Harlem Frontier (Manhattan),38.148697,0.20834509,15014.084,2109933,1326706,110633.8,1075,30213
00000017100,36,61,Harlem Frontier (Manhattan),34.303406,0.062933132,42964.285,2214605,1398579,107011.91,NA,112488
00000017200,36,61,Harlem Frontier (Manhattan),38.489487,0.1107505,16275.362,2090709,1315313,79768.117,1049,39295
00000017300,36,61,Harlem Frontier (Manhattan),30.848358,0.071583517,29565.219,2198459,1378214,129550.73,1702,125108
00000017401,36,61,Harlem Frontier (Manhattan),34.972572,0.14023733,6666.6665,2086398,1313471,134564.09,NA,20288
00000017402,36,61,Harlem Frontier (Manhattan),41.122131,0.1530153,16750,2060509,1300355,104650,NA,31705
00000017500,36,61,Harlem Frontier (Manhattan),32.964458,0.089229047,32857.145,2167626,1367708,128809.52,2024,131770
00000017700,36,61,Harlem Frontier (Manhattan),34.992596,0.083026797,27238.805,2172734,1367300,136582.09,756,79926
00000017800,36,61,Harlem Frontier (Manhattan),34.830833,0.16618498,8170,2052662,1291588,39120,1214,42105
00000017900,36,61,Harlem Frontier (Manhattan),32.350067,0.087929472,18771.086,2170932,1371142,111963.86,NA,81474
00000018000,36,61,Harlem Frontier (Manhattan),38.862244,0.15048939,6634.146,2061133,1300762,91170.727,644,33090
00000018100,36,61,Harlem Frontier (Manhattan),33.785728,0.12048674,26547.17,2142520,1347094,167283.02,872,73194
00000018200,36,61,Harlem Frontier (Manhattan),37.380436,0.063996091,8338.2344,2036888,1283352,99529.406,NA,19333
00000018300,36,61,Harlem Frontier (Manhattan),32.869846,0.094956137,18279.068,2118042,1336006,100779.06,NA,121344
00000018400,36,61,Harlem Frontier (Manhattan),38.798191,0.035968527,3588.2351,2031425,1281632,115220.58,NA,25231
00000018500,36,61,Harlem Frontier (Manhattan),35.647266,0.044840887,19640,2102672,1325004,83800,1685,113018
00000018600,36,61,Harlem Frontier (Manhattan),39.933636,0.090909094,7744.6812,2049026,1296582,121297.88,NA,30340
00000018700,36,61,Harlem Frontier (Manhattan),35.084183,0.091888174,17809.523,2094654,1323470,106833.34,1704,113821
00000018800,36,61,Harlem Frontier (Manhattan),43.882862,0.12584175,11105.263,1982563,1252019,105403.51,1233,32690
00000018900,36,61,Harlem Frontier (Manhattan),36.111153,0.075688072,16529.412,2076933,1312390,113205.88,678,28327
00000019000,36,61,Harlem Frontier (Manhattan),32.461689,0.065489329,16875,2003794,1263457,77075,NA,60509
00000019100,36,61,Harlem Frontier (Manhattan),37.90274,0.053906087,11662.79,2039487,1294067,102406.98,1824,79833
00000019200,36,61,Harlem Frontier (Manhattan),43.473682,0.06169666,1828.9474,1869375,1173508,47157.895,441,16278
00000019300,36,61,Harlem Frontier (Manhattan),36.02623,0.080216534,17088.234,2060215,1303187,132485.28,1310,35732
